iter	MultiClass
0	1.022609751
1	0.9442911247
2	0.8782833103
3	0.8223847127
4	0.7658525245
5	0.7297690639
6	0.6874172516
7	0.6456835706
8	0.6059609801
9	0.5767236
10	0.5451307353
11	0.5190901028
12	0.4901349634
13	0.4642915994
14	0.4396991128
15	0.4181986108
16	0.3947825058
17	0.3785841257
18	0.3628530972
19	0.3505673924
20	0.3335977983
21	0.3213561556
22	0.3105963511
23	0.3016202874
24	0.2910320897
25	0.2809816919
26	0.2696317489
27	0.2598465266
28	0.251309297
29	0.243128633
30	0.2333190374
31	0.2255558829
32	0.2189665345
33	0.2125731884
34	0.2057638317
35	0.1995969235
36	0.1940063208
37	0.1881956921
38	0.1833678067
39	0.1774805557
40	0.1727089974
41	0.1689707208
42	0.1650747882
43	0.1615189777
44	0.1575004377
45	0.1543560866
46	0.1513646447
47	0.1488777392
48	0.145551303
49	0.1430466277
50	0.1404759911
51	0.1375683928
52	0.1351967809
53	0.1324565671
54	0.1298726508
55	0.1279610104
56	0.125910063
57	0.1236720151
58	0.1214779311
59	0.1188013221
60	0.1168837361
61	0.1146687543
62	0.1124352212
63	0.1101633553
64	0.1085139512
65	0.1066914414
66	0.1050863066
67	0.1033539665
68	0.1014351665
69	0.1003714609
70	0.09868312237
71	0.09727594924
72	0.09612719088
73	0.09508559401
74	0.09297435556
75	0.09140153186
76	0.08980547775
77	0.08843263322
78	0.08737122646
79	0.08636823679
80	0.08477875781
81	0.08308109428
82	0.08187737076
83	0.08078877316
84	0.07969002991
85	0.07861815069
86	0.07744719693
87	0.07599216861
88	0.07473129988
89	0.07404314882
90	0.07305769974
91	0.07216650217
92	0.07107833422
93	0.07017287125
94	0.06949633862
95	0.06833156907
96	0.06759100853
97	0.06637634028
98	0.06559315042
99	0.06500974071
100	0.06426220953
101	0.06321326107
102	0.06238349664
103	0.06165342494
104	0.06088653998
105	0.06026695473
106	0.05950726474
107	0.05885557607
108	0.0582173563
109	0.05744695477
110	0.05661024857
111	0.05606642761
112	0.05541088108
113	0.05479117899
114	0.05429089255
115	0.05366925881
116	0.05306285716
117	0.0523980917
118	0.05194919651
119	0.0513080522
120	0.05092769696
121	0.0503828221
122	0.04978347716
123	0.04919801795
124	0.04872037612
125	0.0482754123
126	0.04772742664
127	0.04746599557
128	0.04702622323
129	0.04656649722
130	0.04608104388
131	0.0456873276
132	0.04512747491
133	0.04459781835
134	0.04423188541
135	0.04390015366
136	0.04337285487
137	0.04299006096
138	0.04247518659
139	0.04197952237
140	0.04160785925
141	0.04132966302
142	0.04096510241
143	0.04064785771
144	0.04037240176
145	0.04000189539
146	0.03973466506
147	0.03940782819
148	0.03910538862
149	0.03873516113
150	0.03839156864
151	0.03805381609
152	0.03780067766
153	0.03750535792
154	0.03719016523
155	0.03682006758
156	0.0364385504
157	0.03615551308
158	0.03591114917
159	0.03565994213
160	0.03536495565
161	0.03514257064
162	0.03483989423
163	0.03443347354
164	0.03412989613
165	0.03384025825
166	0.03361960138
167	0.03344424149
168	0.03310195385
169	0.03282108293
170	0.03256222469
171	0.0322597398
172	0.03204925798
173	0.0317228449
174	0.0315392825
175	0.03136532531
176	0.03105088333
177	0.03079407295
178	0.03063467355
179	0.03040772842
180	0.03027139554
181	0.03007583156
182	0.02987250993
183	0.02965120663
184	0.02946658486
185	0.0292801333
186	0.02911691275
187	0.02892221424
188	0.02868351471
189	0.02848832981
190	0.02825657466
191	0.02805781062
192	0.02791058195
193	0.02778397456
194	0.02761755457
195	0.02737527772
196	0.02719961651
197	0.02704194144
198	0.02681131965
199	0.02662844132
200	0.02644941884
201	0.02624812276
202	0.02612064391
203	0.02598278678
204	0.025788164
205	0.02563658947
206	0.02548601153
207	0.02535576895
208	0.0251730482
209	0.02505568824
210	0.02488837087
211	0.02476911046
212	0.02463601255
213	0.02445220706
214	0.02427848293
215	0.02415284644
216	0.02404100087
217	0.02390453189
218	0.02373721678
219	0.02362932067
220	0.02352121112
221	0.02339688462
222	0.0232853483
223	0.02318532744
224	0.0230038574
225	0.02285161909
226	0.02272267803
227	0.02258341471
228	0.02247336362
229	0.0223376488
230	0.02224901128
231	0.02215177871
232	0.02201421187
233	0.02190108176
234	0.02179840535
235	0.0216829474
236	0.02158018531
237	0.02149587176
238	0.02139794097
239	0.02130109036
240	0.02118488672
241	0.02108753953
242	0.02099957501
243	0.02091719351
244	0.0208390921
245	0.02075205327
246	0.02066735008
247	0.0205402556
248	0.02046515084
249	0.02038198278
250	0.02029586103
251	0.02022657205
252	0.02012640205
253	0.02003374173
254	0.01992581203
255	0.01981509242
256	0.01973688544
257	0.01965076443
258	0.01957396557
259	0.01947717351
260	0.01941150255
261	0.01933264496
262	0.01921615036
263	0.01912951911
264	0.01906057336
265	0.01898544198
266	0.0189158561
267	0.01883461856
268	0.01876094503
269	0.01865137248
270	0.01857349441
271	0.01847084718
272	0.01838101882
273	0.01831284759
274	0.01825839629
275	0.01817641692
276	0.01810387199
277	0.01803944121
278	0.01795866179
279	0.01786927529
280	0.01780115922
281	0.01770739149
282	0.01761050474
283	0.01753689177
284	0.01746776401
285	0.01740740748
286	0.01734610195
287	0.01726139841
288	0.01720289752
289	0.01714053538
290	0.01705483994
291	0.01698206906
292	0.01692005244
293	0.01685140448
294	0.0167831002
295	0.01671978539
296	0.01666819852
297	0.01660830742
298	0.01654789824
299	0.01647999571
300	0.01642264651
301	0.01635244729
302	0.01627831591
303	0.01621441056
304	0.01614697935
305	0.01606716377
306	0.01598823785
307	0.01594430609
308	0.01588010311
309	0.01581936325
310	0.01576548155
311	0.01569368321
312	0.01563623525
313	0.01556701525
314	0.01551870893
315	0.01547715637
316	0.01542489096
317	0.01537367093
318	0.01531174542
319	0.01525603754
320	0.01519520927
321	0.01513703391
322	0.0150940499
323	0.01504677151
324	0.01500202633
325	0.01495688017
326	0.01490256652
327	0.01485624827
328	0.01479102338
329	0.01472638827
330	0.01468006102
331	0.01461423113
332	0.01455476264
333	0.01450374597
334	0.01444837543
335	0.01441251245
336	0.01434960362
337	0.01430087318
338	0.01425351197
339	0.01420267503
340	0.01416909751
341	0.01412126604
342	0.01408573102
343	0.01404316341
344	0.01400367757
345	0.01394735757
346	0.01390772993
347	0.01386045524
348	0.01380280349
349	0.01374548067
350	0.01369631147
351	0.01364212822
352	0.01357875503
353	0.01353180715
354	0.0134942046
355	0.01344986988
356	0.0133722714
357	0.01333650251
358	0.01329161847
359	0.01325118652
360	0.01320693177
361	0.01315461685
362	0.01310764234
363	0.01307240597
364	0.01303134654
365	0.01298730261
366	0.01294487765
367	0.01289782391
368	0.01286932383
369	0.01283075078
370	0.01278115231
371	0.01275096238
372	0.01272264998
373	0.01267508422
374	0.01264285312
375	0.01259797364
376	0.01256756672
377	0.01252972647
378	0.01248266524
379	0.01244566059
380	0.01241096692
381	0.01237142475
382	0.01234036207
383	0.012289976
384	0.01224703238
385	0.01220770618
386	0.01217563984
387	0.01213342089
388	0.01210278287
389	0.01205046753
390	0.01200950316
391	0.01197885988
392	0.01193554778
393	0.01190481798
394	0.01187648268
395	0.01183447251
396	0.01180037507
397	0.01175784124
398	0.01172861421
399	0.01170012421
400	0.01166600018
401	0.01162421236
402	0.01159103777
403	0.01156786138
404	0.01153111974
405	0.01148623385
406	0.01145927589
407	0.01143221725
408	0.01140577325
409	0.01138060477
410	0.0113497344
411	0.01132174935
412	0.01129439241
413	0.01126651659
414	0.01123536292
415	0.0111963138
416	0.0111727315
417	0.01112837533
418	0.01110247494
419	0.01106919795
420	0.01104122799
421	0.01101473982
422	0.01098534835
423	0.01095908928
424	0.01093247674
425	0.01090859951
426	0.01087198823
427	0.01084658188
428	0.01081613156
429	0.01078951185
430	0.01076807389
431	0.01073695401
432	0.01071499855
433	0.01069392298
434	0.01067044121
435	0.01064767505
436	0.01062475672
437	0.01059171318
438	0.01056275433
439	0.01053639917
440	0.01050789687
441	0.01048652735
442	0.01046019169
443	0.01044106249
444	0.01041228507
445	0.01038878723
446	0.01036299911
447	0.01033862683
448	0.0103102903
449	0.01028357057
450	0.01025100122
451	0.01022074267
452	0.01019868017
453	0.01017450345
454	0.01014474417
455	0.0101161085
456	0.0100960805
457	0.01007785301
458	0.01005517245
459	0.01002390445
460	0.009996757671
461	0.0099795786
462	0.009945932016
463	0.009916411818
464	0.009893258846
465	0.00986913849
466	0.009838819612
467	0.009817150352
468	0.009787160019
